AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1448935,STTR Phase I: Advanced Manufacturing Processes for Multiple Field Freeform Microlens Arrays for Ultra-Low Cost Medical Endoscopy,1/1/15,12/31/15,225000,Standard Grant,Allen Yi;Subba Shankar;,"Ohio Surgical Optics, LLC"
1448937,STTR Phase I: Development of an Automated Bioreactor System for Tissue Engineered Anterior Cruciate Ligament (ACL) Graft Production.,1/1/15,12/31/15,225000,Standard Grant,Michael Smietana;,"STEL Technologies, LLC"
1448939,STTR Phase I: 3D Position Sensing Utilizing Wireless Low Frequency Magnetic Beacon and Its Application to a 3D Man-machine Interaction Device,1/1/15,12/31/15,225000,Standard Grant,Byunghoo Jung;Harry Diamond;,"AccuPS, LLC"
1448964,STTR Phase I: Innovative Wearable Technology to Facilitate Cognitive Learning Transference,1/1/15,12/31/15,225000,Standard Grant,Philip Zelazo;Dan Kollmann;,Koronis Biomedical Technologies Corp.
1448967,STTR Phase I: An Intelligent Mental Health Therapy Tool,1/1/15,12/31/15,225000,Standard Grant,Parisa Rashidi;Sherry Benton;,"TAO Connect, Inc."
1448975,STTR Phase I: Versatile Robot Hands for Warehouse Automation,1/1/15,12/31/15,224977,Standard Grant,Lael Odhner;,"RightHand Robotics, LLC"
1448985,STTR Phase I: Gait Tracker Shoe for long term accurate measurement of walking and running,1/1/15,12/31/15,225000,Standard Grant,John Lach;D.Casey Kerrigan;,JKM Technologies LLC
1448986,STTR Phase I: Next-Generation Microbial Fuel Cell for Highly Efficient Wastewater Treatment,1/1/15,12/31/15,224999,Standard Grant,Hong Liu;Yanzhen Fan;,Waste2Watergy LLC
1448990,STTR Phase I: Cost-effective production of biopolymers for eco-friendly erosion control and soil revegetation with synthetic microbial consortia,1/1/15,12/31/15,225000,Standard Grant,Xiaoxia Lin;Jeremy Minty;,Ecovia Renewables L.L.C.
1449001,STTR Phase I: Linkage Objects for Generalized Instruction in Coding,1/1/15,12/31/15,225000,Standard Grant,Bruce McLaren;John Stamper;Ted Carmichael;,"TutorGen, Inc."
1449006,STTR Phase I: Microwatt-scale GPS Tracking and Timing Platform,1/1/15,12/31/15,224973,Standard Grant,David Wentzloff;Michael Henry;,Isocline Engineering
1449014,EAGER: TelePathy: Telecommunication Systems Modeling and Engineering of Cell Communication Pathways,7/15/14,6/30/16,300000,Standard Grant,Nicole Buan;Massimiliano Pierobon;,University of Nebraska-Lincoln
1449016,STTR Phase I: Enhancing plant genetic transformation by Agrobacterium,1/1/15,12/31/15,225000,Standard Grant,Stanton Gelvin;Thomas Hohn;Paul Ulanch;Paul Ulanch;,Edison Agrosciences Inc
1449019,STTR Phase I: Advancing Beyond the Photodiode - Deep Sub-micron Pixels for Next-generation Image Sensors,1/1/15,12/31/15,225000,Standard Grant,David Ferry;Renee Carder;,"PixelEXX Systems, Inc"
1449024,U.S.-Based Student Support to Attend ACM SIGSPATIAL 2014,9/1/14,8/31/15,29625,Standard Grant,Yan Huang;,University of North Texas
1449029,AAAI-15 Support for Robotic Activities,9/1/14,8/31/15,26000,Standard Grant,Sandip Sen;,Association for the Advancement of Artificial Intelligence
1449033,STTR Phase I: Scalable Detector for Multiple-Input Multiple-Output (MIMO) Communication Systems,1/1/15,12/31/15,225000,Standard Grant,Chung Him Yuen;Behrouz Farhang-Boroujeny;,FARHANG WIRELESS Inc
1449035,EAGER: Novel Rare Earth Metal Oxysulfate (RE2O2SO4) for Upconversion,8/15/14,7/31/16,150000,Standard Grant,Hongmei Luo;,New Mexico State University
1449043,STTR Phase I: Carbon capture and high-value isoprene production by fast-growing cyanobacteria,1/1/15,12/31/15,225000,Standard Grant,Matthew Nelson;Toivo Kallas;,Algoma Algal Biotechnology LLC
1449053,STTR Phase I: New Perfluorodioxolane- and Perfluorodioxane-based Copolymer Membranes for Gas Separations,1/1/15,12/31/15,225000,Standard Grant,Zhenjie He;Yoshi Okamoto;,"MEMBRANE TECHNOLOGY & RESEARCH, INC."
1449058,STTR Phase I: Development of a novel device that simplifies and expedites blood-based diagnosis of infectious diseases,1/1/15,12/31/15,225000,Standard Grant,Alexander Revzin;Ying Liu;,Sersense Inc
1449060,STTR Phase I: Development of a Wearable Long-term Monitor for Cardiac Arrhythmia,1/1/15,12/31/15,225000,Standard Grant,Xiaoguang Liu;Dennis Matthews;,"Cardiac Motion, LLC"
1449068,EAGER: Synthesis and Implementation of Click Sugar Analogs for Plant Cell Wall Polysaccharide Imaging,9/15/14,8/31/16,99915,Continuing grant,Ian Wallace;,"Board of Regents, NSHE, obo University of Nevada, Reno"
1449074,STTR Phase I: New dwarfing genes to improve yield and abiotic stress tolerance in wheat,1/1/15,12/31/15,225000,Standard Grant,Kuldip Gill;Kulvinder Gill;,"Geneshifters, LLC"
1449079,STTR Phase I: Low-Cost Instrument-free Point-of-Care (POC) Platform for Infectious Disease Diagnostics,1/1/15,12/31/15,224955,Standard Grant,Deborah Dean;John Waldeisen;,Diassess Inc.
1449080,CPS: TTP Option: Synergy: A Verifiable Framework for Cyber- Physical Attacks and Countermeasures in a Resilient Electric Power Grid,3/1/15,2/28/19,355237,Cooperative Agreement,Oliver Kosut;Kory Hedman;Lalitha Sankar;,Arizona State University
1449093,EAGER: Preliminary Explorations for the Development of Responsive Prosodic Behaviors for Interactive Systems,9/1/14,8/31/16,166000,Standard Grant,David Novick;Nigel Ward;Olac Fuentes;,University of Texas at El Paso
1449101,WORKSHOP: US- Japan Research Ethics Education Workshop,9/1/14,8/31/15,12000,Standard Grant,Dena Plemmons;,San Diego State University Foundation
1449102,Support for the International Symposium on Hardware-Oriented Security and Trust (HOST),10/1/14,9/30/15,10159,Standard Grant,William Robinson;,Vanderbilt University
1449104,"Hodge theory and L2-cohomology, Fall 2014",11/1/14,10/31/15,24820,Standard Grant,Steven Zucker;Lizhen Ji;,Johns Hopkins University
1449110,EAGER: Salicylic Acid Biosynthesis and Metabolism in Plant Defense,8/1/14,7/31/15,99967,Standard Grant,Mary Wildermuth;,University of California-Berkeley
1449113,Workshop: PFI: BIC Smart Service Systems Grantees Meeting and Workshop toward Building a Rigorous Research Agenda for Service Systems.,8/1/14,4/30/15,130000,Standard Grant,Richard Larson;,Massachusetts Institute of Technology
1449122,EAGER: Biochemical Mechanism of Oomycete RXLR Effector Binding to PI3P,7/1/14,6/30/16,100000,Standard Grant,Shiv Kale;Brett Tyler;,Oregon State University
1449125,EAGER: Towards a Paleoproxy of Stratospheric Chemistry Using Meteorite Fusion Crusts,11/1/14,10/31/15,74670,Standard Grant,Pedro Di Nezio;Ryan Ogliore;,University of Hawaii
1449137,I-Corps Sites: University of South Florida: Catalyzing Research Translation,4/1/15,3/31/18,99809,Continuing grant,Paul Sanberg;Michael Fountain;Sudeep Sarkar;,University of South Florida
1449143,Topics in Quasiconformal mappings and in PDE,5/12/14,6/30/15,109925,Standard Grant,Luca Capogna;,Worcester Polytechnic Institute
1449148,"Workshop - Past as Prologue: Holocene Climate as Context for Future Climate Change; Mount Hood, Oregon; October 14-16, 2014",9/1/14,8/31/15,49993,Standard Grant,Shaun Marcott;Jeremy Shakun;,Boston College
1449151,EAGER: Programmable Network Function Instantiation,10/1/14,9/30/15,135628,Standard Grant,Deniz Gurkan;,University of Houston
1449155,"EAGER: Toward Ethical Intelligent Autonomous Systems, A Case-Supported Principle-Based Behavior Paradigm",9/1/14,8/31/16,201347,Standard Grant,Michael Anderson;,University of Hartford
1449156,CAP: Building a Cyberlearning Research Program - An Early Career Symposium,9/1/14,8/31/15,21830,Standard Grant,Ana-Paula Correia;,Iowa State University
1449159,EAGER: Accountability Through Architecture for Decentralized Systems,9/1/14,8/31/16,199960,Standard Grant,Richard Taylor;,University of California-Irvine
1449162,EAGER Exploratory Experiments in Mutual Accommodation,9/1/14,8/31/16,109706,Standard Grant,Paul Sniderman;,Stanford University
1449187,"EAGER: Understanding and Strengthening STEM Faculty Engagement, the Institutional Environment and Transformative Research",9/15/14,8/31/16,299991,Standard Grant,Lisa Larson;Beate Schmittmann;Sandra Gahn;Mack Shelley;Diane Rover;,Iowa State University
1449188,SAVI: Collaborative Research: Fostering New Collaborations in Open Online Community Data Research: Prototyping an Open Collaboration Data Factory,8/1/14,7/31/16,104996,Standard Grant,Katherine Shilton;Susan Winter;Brian Butler;,University of Maryland College Park
1449194,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,44000,Fellowship,Ursula Simonis;,San Francisco State University
1449197,RAPID: Gauging the impacts of California's 500-year drought on aeolian inputs to mountain soils and ecosystems,8/1/14,7/31/15,29985,Standard Grant,Emma Aronson;,University of California-Riverside
1449199,INFUSING ETHICS INTO THE DEVELOPMENT OF ENGINEERS,11/1/14,4/30/16,184936,Standard Grant,Frazier Benya;Simil Raghavan;,National Academy of Sciences
1449200,Future of Atmospheric Chemistry Research,9/1/14,8/31/16,648383,Standard Grant,Amanda Staudt;,National Academy of Sciences
1449202,EAGER: A Corpus of Aligned Speech and ANS Sensor Data,8/1/14,7/31/15,49990,Standard Grant,Massimiliano de Zambotti;Andreas Kathol;Elizabeth Shriberg;,SRI International
1449209,SAVI: Collaborative Research: Fostering New Collaborations in Open Online Community Data Research: Prototyping an Open Collaboration Data Factory,8/1/14,7/31/16,194949,Standard Grant,Sean Goggins;,University of Missouri-Columbia
1449211,EAGER: Collaborative Research: Wireless Sensing of Speech Kinematics and Acoustics for Remediation,9/1/14,8/31/16,150000,Standard Grant,Maysam Ghovanloo;,Georgia Tech Research Corporation
1449220,Broadening Participation at the Computational and Systems Neuroscience Conference (Cosyne),9/1/14,8/31/17,48000,Standard Grant,Bartlett Mel;,University of Southern California
1449236,"EAGER: By the People, For the People: Community Ratings for App Privacy",9/1/14,2/29/16,148025,Standard Grant,Shriram Krishnamurthi;,Brown University
1449238,CAREER: Authentic Modeling and Simulation Practices for Enhancing Model-Based Reasoning in Engineering Education,3/1/15,2/29/20,500000,Standard Grant,Alejandra Magana-de-Leon;,Purdue University
1449239,"ICES: Large: Collaborative Research: Towards Realistic Mechanisms: statistics, inference, and approximation in simple Bayes-Nash implementation",4/1/14,8/31/15,138403,Standard Grant,Denis Nekipelov;,University of Virginia Main Campus
1449246,EAGER: Bio-Inorganic Chemistry of the Rare Earth Metals: Chemistry Relevant to the Cerium-Dependent Methanol Dehydrogenase,7/15/14,6/30/16,215571,Standard Grant,Eric J. Schelter;,University of Pennsylvania
1449247,RAPID: Toward anIimproved Understanding of Reactive Organic Carbon Sources and Arsenic Mobility in Reducing Aquifers,8/15/14,7/31/16,44447,Standard Grant,Natalie Mladenov;,San Diego State University Foundation
1449266,EAGER: Collaborative Research: Wireless Sensing of Speech Kinematics and Acoustics for Remediation,9/1/14,8/31/16,149994,Standard Grant,Yun Fu;Rupal Patel;,Northeastern University
1449270,EAGER: Electrical Properties of 2D Phosphorene,8/15/14,1/31/16,135000,Standard Grant,Peide Ye;,Purdue University
1449275,Numerical Modeling of Earthquake Motions: Waves and Ruptures,1/1/15,12/31/15,38006,Standard Grant,Ralph Archuleta;,University of California-Santa Barbara
1449278,EAGER: Collaborative Research: Scaling Up Discriminative Learning for Natural Language Understanding and Translation,8/15/14,7/31/15,135372,Standard Grant,Liang Huang;,CUNY Queens College
1449282,"Monitoring Changes in Seismic Velocity Related to Magmatism at Augustine and Veniaminof Volcanoes, Alaska",1/1/15,12/31/15,95636,Standard Grant,Ninfa Bennington;,University of Wisconsin-Madison
1449291,SNM: Knowledge-based Continuous and Scalable Manufacture of Quantum Dots,9/1/14,8/31/18,1300000,Standard Grant,Klavs Jensen;Moungi Bawendi;Heather Kulik;,Massachusetts Institute of Technology
1449300,Midwest Probability Colloquium (2014-2016),9/15/14,8/31/17,22000,Continuing grant,Elton Hsu;,Northwestern University
1449305,SNM: Scalable 3D Nanomanufacturing Combining Ultrafast Laser Processing and Directed Self-Assembly,12/1/14,11/30/18,1500000,Standard Grant,Xiang Zhang;Costas Grigoropoulos;David Dornfeld;Thomas Russell;,University of California-Berkeley
1449309,"SNM: Three-Color Photolithography for Scalable, Large-Area, Low-Cost Nanomanufacturing",9/1/14,8/31/18,1500000,Standard Grant,Daniel Falvey;John Fourkas;Amy Mullin;Gottlieb Oehrlein;,University of Maryland College Park
1449314,"SNM: Scalable Volume-NanoManufacturing of Unique Nanoparticles by Nano-templated Printing, Deposition, and Exfoliation for Energy and Bio/Chemical Sensing",9/1/14,8/31/18,750000,Standard Grant,Stephen Chou;Yiguang Ju;Daniel Steingart;Barry Rand;,Princeton University
1449317,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,22000,Fellowship,Kevin Kelley;,California State University-Long Beach Foundation
1449319,EAGER: Acoustic Differentiation of Northern Red-legged Frog Populations,9/1/14,8/31/16,61997,Standard Grant,Randy Zelick;Jodi Gronborg;,Portland State University
1449322,International Engagement and Broadening Participation in STEM from a Family-Friendly Perspective for Women of Color,8/1/14,7/31/16,49963,Standard Grant,Renetta Tull;,University of Maryland Baltimore County
1449332,Building a National STEM Workforce Strategy: A Workshop for Researchers and Other Stakeholders,9/1/14,8/31/16,276998,Standard Grant,Thomas Arrison;,National Academy of Sciences
1449337,SNM: Scalable Manufacturing of Nanostructured Membranes for Fracking Wastewater Treatment,9/15/14,8/31/18,1300000,Standard Grant,Satish Kumar;Shu Yang;Kathleen Stebe;Daeyeon Lee;,University of Pennsylvania
1449346,Unification of Bayesian and Frequentist Inference in Econometrics,7/1/14,2/29/16,147476,Standard Grant,Andriy Norets;,Brown University
1449347,BRIGE: Optimal formation of consecutive vortex rings for propulsion systems,5/5/14,12/31/15,103441,Standard Grant,Jifeng Peng;,University of Alaska Anchorage Campus
1449351,CCE STEM: Finding Practices that Cultivate Ethical Computing in Mobile and Wearable Application Research & Development,1/1/15,12/31/18,600000,Standard Grant,Adam Porter;Katherine Shilton;Susan Winter;,University of Maryland College Park
1449358,SNM: Roll-to-Roll Manufacturing of Films and Laminates Based on Cellulose Nanomaterials,11/1/14,10/31/18,1477970,Standard Grant,Alexander Wei;George Chiu;Jeffrey Youngblood;Pablo Zavattieri;,Purdue University
1449370,"Collaborative Research: Foundations of Social and Ethical Responsibility Among Undergraduate Engineering Students: Comparing Across Time, Institutions, and Interventions",5/15/15,4/30/20,120296,Standard Grant,Gregg Warnick;Brad Agle;,Brigham Young University
1449383,"SNM: Physics Guided Innovation of Integrated Flash-Light-Sintering, Continuous Nanomaterial Synthesis and Roll-To-Roll Deposition Processes",12/1/14,11/30/18,1500000,Standard Grant,Chih-hung Chang;Gregory Herman;Alan Wang;Rajiv Malhotra;,Oregon State University
1449387,I-Corps: Underwater Optical Network Technologies,7/1/14,12/31/14,50000,Standard Grant,Cody Youngbull;Wiley Larsen;David Ganger;,Arizona State University
1449393,"I-Corps EAGER: UC Biomedical Research Acceleration, Integration, and Development (UC BRAID/CAI) I-Corps Hub Proposal",9/15/14,8/31/15,299999,Standard Grant,Michael Palazzolo;,University of California-Los Angeles
1449395,SNM: Thermal Drawing of Fibers with Individually Addressable Nanoelectrode Array for Cellular Electrophysiology,11/1/14,10/31/18,1287439,Standard Grant,Huan Meng;Chi On Chui;Xiaochun Li;,University of California-Los Angeles
1449397,SNM: Scalable Nanomanufacturing of Metasurfaces & Plasmonic Opto-Mechanical Systems,11/1/14,10/31/18,1297672,Standard Grant,Marc Madou;Regina Ragan;Ozdal Boyraz;Filippo Capolino;,University of California-Irvine
1449404,Collaborative Proposal: Effect of thermal treatment on biomass structure and hydrocarbons production using catalytic pyrolysis process,6/1/14,8/31/16,125000,Standard Grant,Arthur Ragauskas;,University of Tennessee Knoxville
1449410,"Information Technology, Automation, and the U.S. Workforce",8/15/14,7/31/16,380480,Standard Grant,Jon Eisenberg;,National Academy of Sciences
1449411,Engineering Intrusion Detection and Prevention Services for Hypervisor Cloud Computing Infrastructures (EIDP-HCCI),10/1/14,9/30/16,324071,Standard Grant,Jessie Walker;Rajeev Agrawal;Brenton Stewart;,University of Arkansas at Pine Bluff
1449418,CI TraCS Research Starter Supplement: Computational Nanoscience for Energy-Efficient Electronic and Thermoelectric Materials and Devices,2/15/15,1/31/16,50000,Standard Grant,Zlatan Aksamija;,University of Massachusetts Amherst
1449422,"Exploiting high-resolution topography for advancing the understanding of mass and energy transfer across landscapes: opportunities, challenges and needs",7/1/14,6/30/16,76875,Interagency Agreement,Jill Baron;,John Wesley Powell Center
1449425,Survey of State Government R&D Universe Improvement,7/15/14,1/31/16,206682,Contract Interagency Agreement,Stephens Owens;,BUREAU OF THE CENSUS
1449440,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,289000,Fellowship,Nancy Marcus;,Florida State University
1449445,PENN-UPR Partnership for Research and Education,1/1/15,12/31/15,87500,Standard Grant,Idalia Ramos;,University of Puerto Rico at Humacao
1449446,RAPID: Cyberdata Privacy Concerns by Organizations at the Canada-U.S. Border,9/1/14,8/31/15,68286,Standard Grant,Keith James;,Portland State University
1449465,Cultivating Ethical Practices for Implementing The Native American Graves Protection and Repatriation Act,9/1/14,8/31/16,194685,Standard Grant,K. Anne Pyburn;April Sievert;Jayne-Leigh Thomas;,Indiana University
1449466,Ethical Standards and Practices of Environmental Science Teams: Does Team Diversity Matter?,9/15/14,8/31/19,600000,Standard Grant,Patricia Soranno;Kevin Elliott;Isis Settles;Kendra Cheruvelil;georgina montgomery;,Michigan State University
1449469,Cultivating Leaders for Ethical STEM,1/1/15,12/31/18,410340,Standard Grant,Don Howard;Laura Carlson;Melinda Gormley;John Lubker;,University of Notre Dame
1449470,"Collaborative Research: Foundations of Social and Ethical Responsibility Among Undergraduate Engineering Students: Comparing Across Time, Institutions, and Interventions",5/15/15,4/30/20,57222,Standard Grant,Lauren Cooper;,Colorado School of Mines
1449476,CAREER: A Systematic Kinematic Survey of Young Milky Way Clusters,7/1/14,8/31/19,268887,Continuing grant,Kevin Covey;,Western Washington University
1449479,"Collaborative Research: Foundations of Social and Ethical Responsibility Among Undergraduate Engineering Students: Comparing Across Time, Institutions, and Interventions",5/15/15,4/30/20,260491,Standard Grant,Brent Jesiek;Carla Zoltowski;,Purdue University
1449489,Cultivating Responsible Wellbeing in STEM: Social Engagement through Personal Ethics,9/1/14,8/31/19,500000,Standard Grant,William Frey;Aidsa Santiago-Roman;Luis Jimenez;Marcel Castro-Sitiriche;Christopher Papadopoulos;Marcel Castro-Sitiriche;Christopher Papadopoulos;,University of Puerto Rico Mayaguez
1449490,"Collaborative Research: Foundations of Social and Ethical Responsibility Among Undergraduate Engineering Students: Comparing Across Time, Institutions, and Interventions",5/15/15,4/30/20,160000,Standard Grant,Jameson Wetmore;Shawn Jordan;,Arizona State University
1449498,GREPSEC II: Underrepresented Groups in Security Research,8/1/14,7/31/15,50000,Standard Grant,Terry Benzel;,University of Southern California
1449499,"Workshop to Address Changing Practices Around the Publication of Biological Data, Washington, D.C., December, 2014",8/15/14,7/31/15,22844,Standard Grant,Richard O'Grady;Timothy Beardsley;,American Institute of Biological Sciences
1449502,EAGER: Building a ROS Education Ecosystem,9/1/14,2/29/16,238994,Standard Grant,William Smart;,Oregon State University
1449505,EAGER: Toward Supervised Autonomy for Robotic Systems,8/15/14,7/31/16,149995,Standard Grant,Erion Plaku;,Catholic University of America
1449506,I-Corps: Commercializing a Sulfur-Tolerant JP-8 Fuel Converter,7/1/14,6/30/15,50000,Standard Grant,Jochen Lauterbach;,University of South Carolina at Columbia
1449514,Some topics in time-frequency analysis,8/13/13,6/30/15,67099,Standard Grant,Victor Lie;,Purdue University
1449525,EAGER: Coupling Electron Transport and Metabolism using Biological Routers,8/1/14,7/31/16,299615,Standard Grant,Nicole Buan;,University of Nebraska-Lincoln
1449542,Impact of Materials on Society (IMOS) Workshop,9/15/14,5/31/15,25233,Standard Grant,Kevin Jones;Anne Donnelly;Sophia Acord;,University of Florida
1449550,Community for Advancing Discovery Research in Education 2 (CADRE 2),9/1/14,8/31/16,1194182,Standard Grant,Barbara Berns;Catherine McCulloch;,Education Development Center
1449558,Arithmetic Applications of the Trace Formula,6/30/14,6/30/15,86512,Standard Grant,Sug Woo Shin;,University of California-Berkeley
1449559,CRI II-NEW: MM-SISTR - Infrastructure for Enabling Mobile-Manipulation Unmanned Aerial Vehicle (MM-UAV) Research and Design,7/1/14,6/30/16,255999,Standard Grant,Paul Oh;,University of Nevada Las Vegas
1449568,Bridge funds for CCNY-Chicago MRSEC PREM,1/1/15,12/31/15,87500,Standard Grant,Jeffrey Morris;,CUNY City College
1449573,Higher Education R&D Survey and FFRDC R&D Survey FY 2014-17 Survey Cycles,7/15/14,3/31/19,1350000,Contract,Kathryn Harper;,"ICF Incorporated, LLC"
1449574,US Travel Support for IHP Trimester in Probability,11/15/14,10/31/15,48000,Standard Grant,Shannon Starr;Gerard Ben Arous;,University of Alabama at Birmingham
1449577,Doctoral Dissertation Research Improvement Grant: Accessing Social Geographies in Late Glacial Franco-Cantabria,12/15/14,11/30/15,25200,Standard Grant,Randall White;John O'Hara;,New York University
1449578,EAGER: III: CIFRAM: Dynamic Identification and Interpretation of Emerging Systemic Risks Using Textual Analysis,9/1/14,8/31/16,299683,Standard Grant,Gerard Hoberg;Kathleen Hanley;,University of Maryland College Park
1449582,EAGER: Novel Catalyst Design Using Hierarchical Hybrid Materials,8/1/14,7/31/16,92000,Standard Grant,Sharmila Mukhopadhyay;,Wright State University
1449584,Crystalline Conjugated Block Copolymer Self-Assembly,7/1/14,7/31/16,278245,Continuing grant,Rachel Segalman;,University of California-Santa Barbara
1449587,"Condensed Matter Physics Principal Investigator Workshop, August 7-8, 2014",8/15/14,7/31/15,48500,Standard Grant,David Tanner;,University of Florida
1449592,I-Corps: Commercialization Feasibility Of an In-situ Sensor For Vehicular Impact Monitoring System,7/1/14,8/31/15,50000,Standard Grant,Okenwa Okoli;,Florida State University
1449595,THE EARTH SCIENCES SYMPOSIA AND WORKSHOPS AT THE SACNAS NATIONAL CONFERENCE,8/1/14,7/31/15,49256,Standard Grant,Luis Gonzalez;Antonia Franco;,Society for Advancement of Chicanos & Native Americans in Sci
1449601,EAGER: Lateral Heterojunctions: Fabrication & Characteristics of a Novel Concept in 2D Materials Electronics,8/15/14,7/31/16,111158,Continuing grant,Ludwig Bartels;,University of California-Riverside
1449603,I-Corps: Assessment of the feasibility of commercialization of a 3D markerless motion capture system with application to physical therapy,7/1/14,6/30/15,50000,Standard Grant,Brian Noehren;,University of Kentucky Research Foundation
1449604,RAPID proposal: Site characterization cruise to document the active and extensive subsurface biosphere in the Guaymas Basin,9/1/14,8/31/15,57979,Standard Grant,Andreas Teske;,University of North Carolina at Chapel Hill
1449607,"CAREER: Synthesis, Microstructure, and Properties of Novel Magnesium-based Nanoporous Materials",7/1/14,8/31/16,237636,Continuing grant,Qizhen Li;,Washington State University
1449610,Doctoral Dissertation Improvement Grant: Community Organization In Capital Cities,2/1/15,1/31/16,17338,Standard Grant,Elizabeth Arkush;Gabriela Cervantes Quequezana;,University of Pittsburgh
1449616,Comparative Island Ecodynamics in the North Atlantic,6/15/14,6/30/16,536323,Continuing grant,Thomas McGovern;George Hambrecht;,University of Maryland College Park
1449617,NRT: Education Model Program on Water-Energy Research (EMPOWER) at Syracuse University,4/1/15,3/31/20,2965339,Standard Grant,Charles Driscoll;Christopher Scholz;Laura Lautz;Tara Kahan;Donald Torrance;,Syracuse University
1449619,"WORKSHOP: PRIVACY IN AN ERA OF BIG DATA-Temple University; May 20-21, 2015",9/15/14,8/31/15,49999,Standard Grant,Paul Pavlou;Sunil Wattal;,Temple University
1449620,A Multinomial Process Model of Moral Judgment,7/1/15,6/30/18,335602,Standard Grant,Bertram Gawronski;Robert Josephs;,University of Texas at Austin
1449621,EAGER: Experimental Investigation of Forced Convection on Hierarchical Micro/Nanoporous Conducting-Lubricating Surfaces,9/1/14,8/31/16,55211,Standard Grant,Krishna Kota;,New Mexico State University
1449622,I-Corps: Investigating the Viability of an Integrated Tool for Content Creation and Aggregation,7/1/14,6/30/15,50000,Standard Grant,Marcia Mardis;,Florida State University
1449626,SHF: EAGER: Collaborative Research: Mapping Software Analysis Problems to Efficient and Accurate Constraints,8/1/14,7/31/15,74999,Standard Grant,Matthew Dwyer;,University of Nebraska-Lincoln
1449627,Proposal for a Japan-U.S. Symposium on Risk Communication,9/1/14,8/31/15,40246,Standard Grant,Ann Bostrom;,University of Washington
1449630,EAGER: Dose-Response Disinfection Curves for Human Norovirus with Novel Mouse Model,9/1/14,8/31/15,63405,Standard Grant,Christiane Wobus;Krista Wigginton;,University of Michigan Ann Arbor
1449636,SHF: EAGER: Collaborative Research: Mapping Software Analysis Problems to Efficient and Accurate Constraints,8/1/14,7/31/15,75001,Standard Grant,Elena Sherman;,Boise State University
1449644,EAGER/SusChEM/Collaborative Research: Feasibility of Molten Oxide Inductolysis for Metal Alloy Processing,8/1/14,7/31/15,50000,Standard Grant,Antoine Allanore;,Massachusetts Institute of Technology
1449645,EAGER/SusChEM/Collaborative Research: Feasibility of Molten Oxide Inductolysis for Metal Alloy Processing,8/1/14,7/31/15,50767,Standard Grant,Douglas Matson;,Tufts University
1449650,"Investigating the Impact of Co-Learning Systems in Providing Customized, Real-Time Student Feedback",12/1/14,11/30/17,287990,Standard Grant,Conrad Tucker;Soundar R. Kumara;,Pennsylvania State Univ University Park
1449652,I-Corps: Effective protection against damage to crops in drought conditions.,7/1/14,3/31/15,50000,Standard Grant,Hemayet Ullah;,Howard University
1449653,EAGER: Monolithic 3D Integration of Resistive Random Access Memory (ReRAM): A Technological Exploration,9/1/14,8/31/16,258000,Standard Grant,Shimeng Yu;,Arizona State University
1449656,Diffusion of Mobile Hands-on Learning in Puerto Rico Using the Analog Discovery Board,10/1/14,9/30/16,49999,Standard Grant,Juan C. Morales;Mary Ruales;Yazan S Hijazi;,Universidad Del Turabo
1449658,I-Corps: Self-adherence and Self-motivated Training for Dealing with Post-Traumatic Stress: A Smartphone Solution,7/1/14,12/31/15,50000,Standard Grant,Karen Wolford;,SUNY College at Oswego
1449667,EAGER: Gender And Archaeological Research Grant Submissions,8/1/14,8/31/15,15376,Standard Grant,Barbara Mills;Lynne Goldstein;,Michigan State University
1449668,EAGER: Repository Cross-Linking for Open Archiving and Sharing of Scientific Data and Articles,12/1/14,2/29/16,72553,Standard Grant,Matthew Mayernik;Don Middleton;,University Corporation For Atmospheric Res
1449671,EAGER: GENI Security Review,9/1/14,8/31/15,88927,Standard Grant,Stephen Schwab;,University of Southern California
1449679,"CAREER: Maass Forms, Modular Forms, and Applications in Number Theory",7/1/14,6/30/18,93389,Continuing grant,Amanda Folsom;,Amherst College
1449684,Raising Awareness: Sustainability as an Opportunity for the Materials Research Community,10/1/14,3/31/16,79890,Standard Grant,J. Floro;J. Ardie Butch Dillen;,Materials Research Society
1449687,Broadening Participation through Innovations for Institutional and Educational Transformation,9/15/14,8/31/17,997422,Standard Grant,Janet Bandows Koster;,"Association for Women in Science, Inc."
1449695,I-Corps: Sensors For Relightable Images,7/1/14,12/31/15,50000,Standard Grant,James Davis;,University of California-Santa Cruz
1449699,Water Diffusion in Olivine: Experiments and Application to Phenocrysts,3/1/15,2/28/17,222017,Standard Grant,Terry Plank;Elizabeth Ferriss;,Columbia University
1449702,"I-Corps Sites: University of Pittsburgh - Advancing Innovation, Entrepreneurship and Opportunity Commercialization",3/15/15,2/28/18,100000,Continuing grant,Sanjeev Shroff;Steven Little;Eric Beckman;Gregory Reed;Marc Malandro;,University of Pittsburgh
1449705,I-Corps: Advanced Optical Disdrometer for Precipitation Observations,8/1/14,1/31/16,50000,Standard Grant,Firat Testik;,Clemson University
1449714,"Meeting: Keystone Symposia on ""Precision Genome Engineering"" to be held in Big Sky, MT from January 11-16, 2015",8/1/14,7/31/15,16200,Standard Grant,David Woodland;,Keystone Symposia on Molecular and Cellular Biology
